token	normalised
pculo	pculo
.	.
amor	amor
euretemporauis	euretemporauis
;	;
a	a
defsasione	defsasione
iusticie	iusticie
⁊	et
ũitatis	ueritatis
ñ	non
flectitur	flectitur
.	.
sed	sed
qͣs	quas
st	st
hodie	hodie
.	.
qui	qui
animam	animam
suam	suam
ponat	ponat
pro	pro
ouib	ouib
;	;
suis	suis
:	:
caditas	caditas
ella	ella
uicini	uicini
.⁊	set
multi	multi
sunt	sunt
qui	qui
releuant	releuant
eam	eam
:	:
piclitatur	piclitatur
anima	anima
ꝓximi	proximi
.⁊	set
ñ	non
est	est
qui	qui
sub	sub
leue	leue
eam	eam
ex	ex
omnib	omnib
;	;
caris	caris
suis	suis
.	.
cũ	cum
tamem᷒	tamemus
.	.
sicut	sicut
ex	ex
scͥpturis	scripturis
instruimur	instruimur
.	.
bonge	bonge
magis	magis
animam	animam
ꝓximi	proximi
.	.
quam	quam
corpus	corpus
ꝓpͥum	proprium
dilig̃e	diligere
teneam᷑	teneamur
.	.
ue	ue
nob̃	nobis
gͥ	igitur
qͥ	qui
cure	cure
pastoralis	pastoralis
officuim	officuim
suscepimus	suscepimus
.	.
si	si
subsilentio	subsilentio
latentes	latentes
.	.
aĩarum	animarum
piculo	piculo
nõ	non
obuiam᷒	obuiamus
:	:
sim	sim
die	die
dñi	domini
in	in
preliostare	preliostare
.⁊	set
ex	ex
adũso	aduerso
ascendere	ascendere
.	.
si	si
deniq	denique
;	;
murum	murum
.	.
ꝓ	pro
domo	domo
dñi	domini
nos	nos
oppoñeñ	opponerionem
curam᷒	curamus
.	.
timendum	timendum
nob̃	nobis
ꝓculdubio	proculdubio
.	.
ne	ne
sanguinẽ	sanguinem
aĩarũ	animarum
de	de
manu	manu
nr̃a	nostra
requirat	requirat
domin᷒	dominus
⁊	et
tanto	tanto
districti᷒	districtius
ab	ab
eo	eo
ĩ	in
futuro	futuro
iudicemur	iudicemur
:	:
qͣnto	quanto
nunc	nunc
paticntie	paticnie
⁊	et
lorganimitatis	lorganimitatis
ip̃ius	ipsius
ĩ	in
memores	memores
.	.
sine	sine
fru᷒ctu	frusctu
locum	locum
p̃lationis	prelationis
occupam᷒	occupamus
.	.
si	si
quidem	quidem
ficulne	ficulne
asterilis	asterilis
.	.
inutilit̃	inutiliter
tͣram	traram
occupans	occupans
.	.
succidi	succidi
ĩussa	inussa
ẽ	est
.⁊	set
om̃is	omnis
arbor	arbor
que	que
ñ	non
fecerit	fecerit
fructum	fructum
bonũ	bonum
.	.
exqꝛdet᷑	exquidetur
⁊	et
ĩiguem	iniguem
mittet᷑	mittetur
.	.
sicut	sicut
aũ	autem
ꝓpastores	propastores
eccl̃i	ecclesi
ep̃latos	epispotos
:	:
sic	sic
ꝑ	per
oues	oues
:	:
eoꝝ	eorum
sudditos	sudditos
Ꝯuenient̃	conuenienter
ĩtelligimis	intelligimis
.	.
uñ	unde
ꝓsalmista	prosalmista
ait	ait
.	.
nos	nos
autem	autem
populus	populus
tuus	tuus
.⁊	set
ouẽ	ouem
pascue	pascue
Ꝯfitebi	confitebi
murtibi	murtibi
in	in
secula	secula
.	.
sũͣt	suerunt
itaq	itaque
;	;
subditi	subditi
.	.
oues	oues
.	.
ꝑ	per
ĩnocentiã	innocentiam
⁊	et
simplicitatẽ	simplicitatem
:.	ud
sint	sint
oues	oues
.:	.
ꝓ	pro
bonoꝝ	bonorum
oꝑum	operum
fructificationẽ	fructificationem
.	.
sũit	suerit
deniq	denique
;	;
oues	oues
ille	ille
.	.
de	de
quib	quib
;	;
ip̃e	ipse
dominus	dominus
ait	ait
.	.
Ques	Ques
me	me
ẽ	est
uocem	uocem
mea	mea
maudiunt	maudiunt
.⁊	set
ego	ego
domin᷒	dominus
agnoscoeas	agnoscoeas
:	:
qꝛ	quia
reuera	reuera
.	.
qͥ	qui
nuc̃	nucer
mandatis	mandatis
eius	eius
obadiunt	obadiunt
pĩt̃nam	piserernam
aspirationẽ	aspirationem
:	:
hos	hos
ip̃e	ipse
agnoscit	agnoscit
.	.
ꝑ	per
et̃ae	etera
uite	uite
predestinationẽ	predestinationem
.	.
uñ	unde
de	de
ꝑfecto	perfecto
uiro	uiro
dicit᷑	dicitur
.	.
nonite	nonite
exnomine	exnomine
.	.
i	i
.	.
approbaui	approbaui
.	.
ĩ	in
met̃na	meterna
p̃destinatione	predestinatione
.	.
Et	Et
propͥas	proprias
oues	oues
ĩquit	inquit
.	.
uocat	uocat
nominatĩ	nominatim
:⁊	quet
uadit	uadit
antellas	antellas
ascerint᷑	ascerintur
eñ	ente
.	.
ppͥas	pristias
oue	oue
sc̃omi᷒	sanctomius
hominat	hominat
ĩuocat	inuocat
.	.
cum	cum
nomina	nomina
eletorum	eletorum
suoꝝ	suorum
.	.
l	l
libro	libro
uite	uite
celestis	celestis
annotat	annotat
:⁊	que
uadit	uadit
añeas	anteaas
.⁊	set
secunt᷑	secuntur
einm	einm
.	.
c̃	cum
quo	quo
ip̃e	ipse
p̃cessit᷑	precessitur
ĩ	in
gl̃iam	gloriam
sẽ	sem
prt̃nam	preternam
eos	eos
miscd̃iter	misericerer
inducit	inducit
.	.
ad	ad
qͣm	quam
gl̃am	gloriam
nos	nos
inducere	inducere
.	.
deducere	deducere
⁊	et
ꝑducere	perducere
dignetur	dignetur
.	.
idem	idem
dñs	dominus
nr̃	noster
ih̃c	iehsu
xp̃c	christus
:	:
cui᷒	cuius
regnũ	regnum
⁊	et
impium	impium
ꝓmanet	promanet
ĩ	in
secula	secula
seculorum	seculorum
i	i
.	.
amen	amen
lectu	lectu
lum	lum
salomonis	salomonis
fortes	fortes
ambiunt	ambiunt
.	.
ex	ex
fortissimis	fortissimis
isrl̃	isrus
lomnes	lomnes
tenentes	tenentes
gladios	gladios
⁊	et
ad	ad
bella	bella
doctissimi	doctissimi
:	:
uni᷒	unius
cui᷒q	cuiusqu
;	;
ensis	ensis
suꝑ	super
femur	femur
suum	suum
.	.
ꝓpter	propter
timores	timores
noctur	noctur
nos	nos
.	.
salomon	salomon
ille	ille
qͣndam	quandam
sapientissimus	sapientissimus
.	.
qui	qui
ñ	non
dũitiarũ	dumitiarum
muititudinẽ	muititudinem
.	.
nec	nec
longitudinẽ	longitudinem
dierũ	dierum
.	.
s	s
;	;
sapientiamda	sapientiam
dño	domino
petũt	petunt
.⁊	set
longe	longe
cet̃is	ceteris
excellenti᷒	excellentius
accepit	accepit
.	.
qui	qui
rerum	rerum
naturas	naturas
subtilit̃	subtiliter
ĩuestigans	inuestigans
.	.
acedro	acedro
q̃	que
est	est
in	in
libano	libano
.	.
usq	usqu
;	;
a	a
dos	dos
oꝑum	operum
q̃	que
egreditur	egreditur
de	de
pariete	pariete
.	.
senem	senem
disputationis	disputationis
sue	sue
Ꝯt	cont
exuit	exuit
:	:
uidens	uidens
in	in
spũ	spiritum
eccl̃iam	ecclesiam
ut	ut
castroꝝacie	castroracacie
m	m
odina	odina
tam	tam
.	.
rectoꝝ	rectorum
sp̃alrũ	spiritualum
sollicitudine	sollicitudine
simulac	simulac
fortitudine	fortitudine
roborandã	roborandam
:	:
ait	ait
ĩ	in
canticis	canticis
.	.
En	En
lectu	lectu
lũsalomonis	lunsalomonis
.	.
fortes	fortes
ambiunt	ambiunt
.	.
ĩ	in
quib	quib
;	;
ũbis	uerbis
tam	tam
p̃latorum	prelatorum
qͣm	quam
subditoꝝ	subditorum
statum	statum
ꝓulchre	proulhere
satis	satis
de	de
ꝑingit	peringit
⁊	et
ordinat	ordinat
:	:
quib	quib
;	;
etiam	etiam
armis	armis
idem	idem
prelati	prelati
inde	inde
fensionẽ	fensionem
subditorum	subditorum
Ꝯtra	contra
spiritales	spiritales
nequitias	nequitias
munirs	munirs
debeant	debeant
:	:
in	in
fine	fine
ei᷒	eius
de	de
mi	mi
clausule	clausule
luculent̃	luculenter
insinuat	insinuat
.	.
ctrecte	ctrecte
prelato	prelato
secl̃ie	seculie
fortes	fortes
appellat	appellat
:	:
fortes	fortes
enĩ	enim
funt	funt
mulriplici	mulriplici
fortitudine	fortitudine
c̃i	camti
qͥd̃	quid
fortes	fortes
sunt	sunt
pdilectionem	pdilectionem
:	:
fortes	fortes
pero	pero
pationem	pationem
.	.
fortes	fortes
Ꝯt᷑diabolice	conturiabolile
fraudis	fraudis
in	in
lguã	lguam
suggestionem	suggestionem
:	:
fortes	fortes
deñq	deminque
;	;
ad	ad
sustinendã	sustinendam
inpetientia	inpetientia
suꝑ	super
audã	audam
:	:
liene	liene
malicie	malicie
pͣuitatem	prauitatem
.	.
hortes	hortes
sunt	sunt
ꝑdilectionẽ	perdilectionem
:	:
sic̃	sicut
enĩ	enim
uir	uir
sapiens	sapiens
ait	ait
.	.
sortis	sortis
ut	ut
mors	mors
dileitio	dileitio
que	que
nec	nec
temporalis	temporalis
adũsitatis	aduersitatis
fuamgitur	fuamgitur
molestia	molestia
:	:
nec	nec
t̃rene	terrene
ꝓspitatis	prospitatis
felicitate	felicitate
dissoluit᷑	dissoluitur
.	.
s	s
;	;
celestib	celestib
;	;
semper	semper
intenta	intenta
gaudiis	gaudiis
.	.
int̃	inter
adũsa	aduersa
⁊	et
ꝓspastabilis	prospastabilis
.	.
in	in
deficiens	deficiens
.⁊	set
ĩ	in
Ꝯcussa	concussa
ꝓsistit	prosistit
.	.
quia	quia
sicut	sicut
apl̃c	apostolus
siue	siue
ꝓphetieeuacuabunt᷑	prophetieetarum
.	.
siue	siue
lingue	lingue
cessabr̃	cessabitur
.	.
siuc	siuc
sc̃ia	sanctia
destruet᷑	destruetur
:	:
caritas	caritas
nũqͣm	numquam
excidit	excidit
.	.
fortẽ	fortem
in	in
dilectione	dilectione
paulus	paulus
apl̃c	apostolus
se	se
cognouit	cognouit
.	.
cũ	cum
diceret	diceret
:	:
certus	certus
sum	sum
.	.
qꝛ	quia
neq	neque
;	;
mors	mors
.	.
neq	neque
;	;
uita	uita
.	.
neq	neque
;	;
instantia	instantia
.	.
neq	neque
;	;
fut᷑a	futura
neq	neque
;	;
angl̃i	angeli
.	.
neq	neque
;	;
pͥncipatus	principatus
.	.
neq	neque
;	;
potestates	potestates
.	.
neq	neque
;	;
uirtutes	uirtutes
.	.
neq	neque
;	;
fortitudo	fortitudo
.	.
neq	neque
;	;
altitisco	altitisco
.	.
neq	neque
;	;
ꝓfundum	profundum
.	.
neq	neque
;	;
creatura	creatura
alia	alia
poterit	poterit
nos	nos
separare	separare
a	a
caritate	caritate
xp̃i	christi
.	.
fortes	fortes
etiam	etiam
in	in
dilectione	dilectione
sebeati	sebeati
martires	martires
ostende	ostende
.	.
runt	runt
.	.
qui	qui
corpora	corpora
sua	sua
ꝓpt̃dm	propterum
tradide	tradide
.	.
rt̃	runt
ad	ad
supplicia	supplicia
.⁊	set
minas	minas
iudicum	iudicum
ñ	non
met	met
uentes	uentes
.	.
ferrum	ferrum
.	.
ignem	ignem
.⁊	set
gladiũ	gladium
.	.
ĩ	in
uincibl̃	uincibis
mentis	mentis
Ꝯstantia	constantia
suꝑ	super
auerũt	auerunt
.	.
quorũ	quorum
exitus	exitus
licet	licet
int̃tormenta	intertormenta
uisus	uisus
sit	sit
despicabilis	despicabilis
:	:
in	in
ueniet᷑	uenietur
tam̃	tamen
in	in
laudem	laudem
⁊	et
gl̃iam	gloriam
ĩtempore	intempore
retͥbutionis	retributionis
.	.
De	De
istoꝝ	istorum
fortitudine	fortitudine
beat᷑	beatur
.	.
mentionẽ	mentionem
faciens	faciens
.	.
inqͥdam	inquidam
locosic	locosic
ait	ait
.	.
Qlecti	Qlecti
inquite	inquite
arnem	arnem
domant	domant
spmro	spro
borant	borant
:	:
uirtutib	uirtutib
;	;
coruscant	coruscant
.	.
pͥsentia	prisentia
despiciunt	despiciunt
.	.
et̃nam	eternam
uitam	uitam
uocib	uocib
;⁊	edet
morib	morib
;	;
p̃dicant	predicant
.⁊	set
ad	ad
eã	eam
qͣm	quam
morientes	morientes
ditigunt	ditigunt
:	:
ꝑtingere	pertingere
ꝑt	pert
ormenta	ormenta
Ꝯtendunt	contendunt
.	.
Occidi	Occidi
possunt	possunt
:	:
s	s
;	;
flectine	flectine
quennt	quennt
.	.
Ecce	Ecce
mirabilis	mirabilis
fortitudo	fortitudo
dilectionis	dilectionis
.	.
porro	porro
p̃lati	prelati
eccl̃ie	ecclesie
fortes	fortes
st᷑	stur
ꝑ	per
oꝑatõnem	operationem
:	:
ip̃i	ipsi
enĩ	enim
st̃qui	stertui
manũ	manum
suam	suam
mittũt	mittunt
ad	ad
fortia	fortia
.	.
qui	qui
induunt	induunt
fortitudinẽ	fortitudinem
.⁊	set
p̃cingunt	precingunt
se	se
uirtute	uirtute
.	.
qui	qui
ñ	non
effeminatis	effeminatis
moribus	moribus
sectant᷑	sectantur
Ꝯcia	concia
:	:
nec	nec
ĩ	in
forostantes	forostantes
ociosi	ociosi
repunt᷑	repuntur
.	.
s	s
;	;
ul̃	uel
ut	ut
oparii	oparii
fortes	fortes
.	.
des	des
dendunt	dendunt
mare	mare
ĩnauib	innauib
;.	est
facientes	facientes
opatiomem	opatiomem
ĩ	in
aquis	aquis
mutis	mutis
.	.
D᷒	Dominus
est	est
pard	pard
lidas	lidas
gllicitudine	gllicitudine
gru	gru
h̃	hec
pante	pante
dͣlias	damlias
.	.
que	que
fluctib	fluctib
;	;
hui᷒	huius
seculi	seculi
quatiunt᷑	quatiuntur
.⁊	set
exemplo	exemplo
simulac	simulac
doctrina	doctrina
:	:
fructificant	fructificant
in	in
popl̃is	populis
.	.
Ip̃i	Ipsi
sunt	sunt
qui	qui
oꝑant᷑	operantur
Ꝯsilio	consilio
manuũ	manuum
suarũ	suarum
.	.
hoc	hoc
est	est
a	a
cͥtionũ	cirtionum
discretione	discretione
disponunt᷑	disponuntur
:	:
qui	qui
sp̃m	spiritum
ñ	non
mͥ	michi
Ꝯsilus	consilus
;⁊	edet
fortitudini	fortitudini
s	s
acepert̃	aceperunt
.	.
qui	qui
fortitudinem	fortitudinem
suam	suam
ñ	non
mundo	mundo
.	.
s	s
;	;
dño	domino
custodiunt	custodiunt
:	:
qui	qui
deniq	denique
;	;
spantes	spantes
ĩ	in
eo	eo
.	.
qͥ	qui
fortis	fortis
⁊	et
potens	potens
est	est
in	in
p̃lio	prelio
:	:
subsignis	subsignis
eius	eius
cõstanter	constanter
militant	militant
.⁊	set
post	post
uirtutum	uirtutum
.	.
certamina	certamina
.	.
palmã	palmam
uictorie	uictorie
feliciter	feliciter
assecunt᷑	assecuntur
.	.
fortes	fortes
etiam	etiam
sunt	sunt
prelati	prelati
eccl̃ie	ecclesie
Ꝯtra	contra
diabolice	diabolice
fraudis	fraudis
ĩiquam	iniquam
suggestionẽ	suggestionem
:	:
ñ	non
enĩ	enim
ignorant	ignorant
a	a
sucias	sucias
ei᷒	eius
.	.
qui	qui
hostis	hostis
humani	humani
geñis	generis
.⁊	set
ĩsaciabilis	insaciabilis
homicida	homicida
.	.
sedet	sedet
ĩ	in
insidiis	insidiis
.	.
uͭ	ut
interficiat	interficiat
ĩnocentẽ	innocentem
.⁊	set
inmunita	inmunita
que	que
ꝙ	quod
;	;
curiose	curiose
ꝑlustrans	perlustrans
.	.
modo	modo
tam	tam
qͣ	qua
furĩ	furim
nocte	nocte
uenit	uenit
.	.
ut	ut
furet᷑	furetur
.⁊	set
mactet	mactet
ꝙdperdat	quoperdat
:	:
mͥ	michi
uelut	uelut
serpens	serpens
callidus	callidus
frndulentis	frndulentis
deceptionũ	deceptionum
sibilis	sibilis
.	.
m̃tes	mentes
subũtit	subuntit
ĩpuidas	impuidas
:⁊	que
sub	sub
sp̃e	spirite
recti	recti
.	.
plerum	plerum
ct̃	cunt
falsa	falsa
suggerit	suggerit
.	.
modo	modo
uͦͭ	uerum
seuiens	seuiens
ĩ	in
apto	apto
.⁊	set
ad	ad
p̃dam	predam
paratus	paratus
:	:
tanqͦleo	tanquoleo
rugiens	rugiens
circuit	circuit
qͣrens	quarens
quem	quem
deuoret	deuoret
.	.
contra	contra
multiplices	multiplices
hui᷒	huius
mͣͦi	mario
tẽptationũ	temptationum
laq̃os	laques
.	.
beatus	beatus
petrus	petrus
apl̃c	apostolus
uigilantes	uigilantes
⁊	et
cͥcumspectos	cricumspectos
eẽ	esse
nos	nos
ãmones	ammones
:	:
ait	ait
.	.
fratres	fratres
sobrii	sobrii
estote	estote
⁊	et
uigilate	uigilate
.	.
ꝙꝛ	quam
adũsatius	aduersatius
uest̃diabl̃s	uesterdiabus
.	.
tanqͣl	tanqual
co	co
rugiens	rugiens
:	:
cucuit	cucuit
q̃rens	querens
quẽ	quem
deuoret	deuoret
.	.
Et	Et
recte	recte
subiungit	subiungit
.	.
cui	cui
resisti	resisti
te	te
fortes	fortes
ĩ	in
fide	fide
uidelicet	uidelicet
.	.
ut	ut
ordine	ordine
Ꝯuenienti	conuenienti
.	.
fortitus	fortitus
dofortudine	dofortudine
deludat᷑	deludatur
:	:
sapient	sapient
:	:
a	a
uincat	uincat
malitiãs	malitians
⁊	et
illũ	illum
fortem	fortem
ãmatum	ammatum
.	.
qui	qui
in	in
pacecusddit	pacecusddit
a	a
trlum	trlum
suũ	suum
.	.
uincat	uincat
fortioꝝ	fortiorum
supueniens	supueniens
:⁊	que
arma	arma
ei᷒	eius
auferat	auferat
iñ	inde
qͥb	quib
;	;
confidebat	confidebat
:⁊	que
spolia	spolia
ip̃i᷒	ipsius
distribuat	distribuat
.	.
paulus	paulus
etiam	etiam
apostolus	apostolus
Ꝯtra	contra
diabolice	diabolice
fraudis	fraudis
ĩidia	inidia
s	s
uos	uos
Ꝯfortans	confortans
.	.
induit	induit
ei	ei
qͥ	qui
tarmat	tarmat
