token	normalised
pculo	pculo
.	.
amore	amore
ure	ure
tempora	tempora
uis	uis
;	;
adefsasione	adefsasione
iusticie	iusticie
⁊	et
ũitatis	ueritatis
ñflectitur	nonflectitur
.	.
sed	sed
qͣsst	quasst
hodie	hodie
.	.
qui	qui
animam	animam
suam	suam
ponat	ponat
pro	pro
ouib	ouib
;	;
suis	suis
:	:
cadit	cadit
asella	asella
uicini	uicini
.⁊	.et
multi	multi
sunt	sunt
qui	qui
releuant	releuant
eam	eam
:	:
piclitatur	piclitatur
anima	anima
ꝓximi	proximi
.⁊	.et
ñ	non
est	est
qui	qui
sub	sub
leue	leue
eam	eam
ex	ex
omnib	omnib
;	;
caris	caris
suis	suis
.	.
cũ	cum
tam	tam
em᷒	emus
.	.
sicut	sicut
ex	ex
scͥpturis	scripturis
instruimur	instruimur
.	.
bonge	bonge
magis	magis
animam	animam
ꝓximi	proximi
.	.
quam	quam
corpus	corpus
ꝓpͥum	proprium
dilig̃e	diligere
tenea	tenea
m᷑	mutra
.	.
ue	ue
nob̃	nobis
gͥ	igitur
qͥ	qui
cure	cure
pastoralis	pastoralis
officuim	officuim
suscepimus	suscepimus
.	.
si	si
sub	sub
silentio	silentio
latentes	latentes
.	.
aĩarum	animarum
piculo	piculo
nõ	non
obuiam	obuiam
᷒	uirus
:	:
sim	sim
die	die
dñi	domini
in	in
prelio	prelio
stare	stare
.⁊	.et
ex	ex
adũso	aduerso
ascendere	ascendere
.	.
si	si
deniq	denique
;	;
murum	murum
.	.
ꝓ	pro
domo	domo
dñi	domini
nos	nos
oppoñeñ	oppontendim
cura	cura
m᷒	mus
.	.
timendum	timendum
nob̃	nobis
ꝓcul	procul
dubio	dubio
.	.
ne	ne
sanguinẽ	sanguinem
aĩarũ	animarum
de	de
manu	manu
nr̃a	nostra
requirat	requirat
domin᷒	dominus
⁊	et
tanto	tanto
districti᷒	districtius
ab	ab
eo	eo
ĩ	in
futuro	futuro
iudicemur	iudicemur
:	:
qͣnto	quanto
nunc	nunc
paticntie	paticntie
⁊	et
l	l
organimitatis	organimitatis
ip̃ius	ipsius
ĩmemores	immemores
.	.
sine	sine
fru᷒ctu	fruusctu
locum	locum
p̃lationis	prelationis
occupa	occupa
m᷒	mus
.	.
siquidem	siquidem
ficulnea	ficulnea
sterilis	sterilis
.	.
inutilit̃	inutiliter
tͣram	traram
occupans	occupans
.	.
succidi	succidi
ĩussa	inussa
ẽ	est
.⁊	.et
om̃is	omnis
arbor	arbor
que	que
ñ	non
fecerit	fecerit
fructum	fructum
bonũ	bonum
.	.
ex	ex
qꝛ	qui
det᷑	detur
⁊	et
ĩiguem	iniguem
mittet᷑	mittetur
.	.
sicut	sicut
aũ	autem
ꝓ	pro
pastores	pastores
eccl̃ie	ecclesie
p̃latos	prelatos
:	:
sic	sic
ꝑoues	peroues
:	:
eoꝝ	eorum
sudditos	sudditos
Ꝯuenient̃	nuenienter
ĩtelligi	intelligi
mis	mis
.	.
uñ	unde
ꝓsalmista	prosalmista
ait	ait
.	.
nos	nos
autem	autem
populus	populus
tuus	tuus
.⁊	.et
ouẽ	ouem
pascue	pascue
Ꝯfitebimur	cfitebimur
tibi	tibi
in	in
secula	secula
.	.
sũͣt	sumprat
itaq	itaque
;	;
subditi	subditi
.	.
oues	oues
.	.
ꝑ	per
ĩnocentiã	innocentiam
⁊	et
simplicitatẽ	simplicitatem
:.	:
sint	sint
oues	oues
.:	.
ꝓ	pro
bonoꝝoꝑum	bonorumopum
fructificationẽ	fructificationem
.	.
sũit	suerit
deniq	denique
;	;
oues	oues
ille	ille
.	.
de	de
quib	quib
;	;
ip̃e	ipse
dominus	dominus
ait	ait
.	.
Ques	Ques
meẽ	meem
uocem	uocem
meam	meam
audiunt	audiunt
.⁊	.et
ego	ego
domin᷒	dominus
agnosco	agnosco
eas	eas
:	:
qꝛ	qui
re	re
uera	uera
.	.
qͥ	qui
nuc̃	nucis
mandatis	mandatis
eius	eius
obadiunt	obadiunt
pĩt̃nam	piberantum
aspirationẽ	aspirationem
:	:
hos	hos
ip̃e	ipse
agnoscit	agnoscit
.	.
ꝑet̃	pereter
ae	ae
uite	uite
predestinationẽ	predestinationem
.	.
uñ	unde
deꝑfecto	deperfecto
uiro	uiro
dicit᷑	dicitur
.	.
non	non
ite	ite
ex	ex
nomine	nomine
.	.
i	i
.	.
approbaui	approbaui
.	.
ĩ	in
met̃nap̃	meternapus
destinatione	destinatione
.	.
Et	Et
propͥas	proprias
oues	oues
ĩquit	inquiit
.	.
uocat	uocat
nominatĩ	nominatim
:⁊	:et
uadit	uadit
antellas	antellas
ascerint᷑	ascerintur
eñ	enim
.	.
ppͥas	popras
oues	oues
c̃omi᷒	coromius
hominatĩ	hominatim
uocat	uocat
.	.
cum	cum
nomina	nomina
eletorum	eletorum
suoꝝ	suorum
.	.
l	l
libro	libro
uite	uite
celestis	celestis
annotat	annotat
:⁊	:et
uadit	uadit
añeas	anteres
.⁊	.et
secunt	secunt
᷑e	Bure
in	in
m	m
.	.
c̃	cetera
quo	quo
ip̃e	ipse
p̃cessit᷑	precessitur
ĩgl̃iam	ingeliam
sẽ	sem
prt̃nam	prestentum
eos	eos
miscd̃iter	misericordiam
inducit	inducit
.	.
ad	ad
qͣm	quam
gl̃am	gloriam
nos	nos
inducere	inducere
.	.
deducere	deducere
⁊	et
ꝑducere	perducere
dignetur	dignetur
.	.
idem	idem
dñs	dominus
nr̃	noster
ih̃c	iesc
xp̃c	Christi
:	:
cui᷒	cuius
regnũ	regnum
⁊	et
impium	impium
ꝓmanet	promanet
ĩ	in
secula	secula
seculorum	seculorum
i	i
.	.
amen	amen
lectulum	lectulum
salomonis	salomonis
fortes	fortes
ambiunt	ambiunt
.	.
ex	ex
fortissimis	fortissimis
isrl̃	isrul
l	l
omnes	omnes
tenentes	tenentes
gladios	gladios
⁊	et
ad	ad
bella	bella
doctissimi	doctissimi
:	:
uni᷒	unius
cui᷒q	cuiusquo
;	;
ensis	ensis
suꝑ	super
femur	femur
suum	suum
.	.
ꝓpter	propter
timores	timores
nocturnos	nocturnos
.	.
salomon	salomon
ille	ille
qͣndam	quandam
sapientissimus	sapientissimus
.	.
qui	qui
ñ	non
dũitiarũm	dumitiarum
uititudinẽ	uititudinem
.	.
nec	nec
longitudinẽ	longitudinem
dierũ	dierum
.	.
s	s
;	;
sapientiam	sapientiam
da	da
dño	domino
petũt	petunt
.⁊	.et
longe	longe
cet̃is	ceteris
excellenti᷒	excellentius
accepit	accepit
.	.
qui	qui
rerum	rerum
naturas	naturas
subtilit̃	subtiliter
ĩuestigans	inuestigans
.	.
a	a
cedro	cedro
q̃	que
est	est
in	in
libano	libano
.	.
usq	usque
;	;
ad	ad
os	os
oꝑum	operum
q̃	que
egreditur	egreditur
de	de
pariete	pariete
.	.
senem	senem
disputationis	disputationis
sue	sue
Ꝯt	ut
exuit	exuit
:	:
uidens	uidens
in	in
spũ	spum
eccl̃iam	ecclesiam
ut	ut
castroꝝ	castrorum
acie	acie
modinatam	modinatam
.	.
rectoꝝ	rectorum
sp̃alrũ	spiritualum
sollicitudine	sollicitudine
simul	simul
ac	ac
fortitudine	fortitudine
roborandã	roborandam
:	:
ait	ait
ĩ	in
canticis	canticis
.	.
En	En
lectulũ	lectulum
salomonis	salomonis
.	.
fortes	fortes
ambiunt	ambiunt
.	.
ĩ	in
quib	quib
;	;
ũbis	uerbis
tam	tam
p̃latorum	prelatorum
qͣm	quam
subditoꝝ	subditorum
statum	statum
ꝓulchre	proulche
satis	satis
deꝑingit	deperingit
⁊	et
ordinat	ordinat
:	:
quib	quib
;	;
etiam	etiam
armis	armis
idem	idem
prelati	prelati
in	in
defensionẽ	defensionem
subditorum	subditorum
Ꝯtra	ttra
spiritales	spiritales
nequitias	nequitias
munirs	munirs
debeant	debeant
:	:
in	in
fine	fine
ei᷒dem	eiusdem
i	i
clausule	clausule
luculent̃	luculenter
insinuat	insinuat
.	.
ct	ct
recte	recte
prelatos	prelatos
ecl̃ie	eculie
fortes	fortes
appellat	appellat
:	:
fortes	fortes
enĩ	enim
funt	funt
mulriplici	mulriplici
fortitudine	fortitudine
c̃i	cauci
qͥd̃	quidem
fortes	fortes
sunt	sunt
pdilectionem	pdilectionem
:	:
fortes	fortes
per	per
opationem	opationem
.	.
fortes	fortes
Ꝯt᷑	utur
diabolice	diabolice
fraudis	fraudis
in	in
lguã	lguam
suggestionem	suggestionem
:	:
fortes	fortes
deñq	denunque
;	;
ad	ad
sustinendã	sustinendam
inpetientia	inpetientia
suꝑaudã	superaudam
:	:
liene	liene
malicie	malicie
pͣuitatem	prauitatem
.	.
hortes	hortes
sunt	sunt
ꝑ	per
dilectionẽ	dilectionem
:	:
sic̃	sicut
enĩ	enim
uir	uir
sapiens	sapiens
ait	ait
.	.
sortis	sortis
ut	ut
mors	mors
dileitioque	dileitioque
nec	nec
temporalis	temporalis
ad	ad
ũsitatis	uersitatis
fuamgitur	fuamgitur
molestia	molestia
:	:
nec	nec
t̃rene	terrene
ꝓspitatis	prospitatis
felicitate	felicitate
dissoluit᷑	dissoluitur
.	.
s	s
;	;
celestib	celestib
;	;
semper	semper
intenta	intenta
gaudiis	gaudiis
.	.
int̃	inter
adũsa	aduersa
⁊	et
ꝓspa	prospa
stabilis	stabilis
.	.
indeficiens	indeficiens
.⁊	.et
ĩ	in
Ꝯcussa	ccussa
ꝓsistit	prosistit
.	.
quia	quia
sicut	sicut
apl̃c	apostoli
siue	siue
ꝓphetie	prophetie
euacuabunt᷑	euacuabuntur
.	.
siue	siue
lingue	lingue
cessabr̃	cessabitur
.	.
siuc	siuc
sc̃ia	sancti
destruet᷑	destruetur
:	:
caritas	caritas
nũqͣm	numquam
excidit	excidit
.	.
fortẽ	fortem
in	in
dilectione	dilectione
paulus	paulus
apl̃c	apostolus
se	se
cognouit	cognouit
.	.
cũ	cum
diceret	diceret
:	:
certus	certus
sum	sum
.	.
qꝛ	qui
neq	neque
;	;
mors	mors
.	.
neq	neque
;	;
uita	uita
.	.
neq	neque
;	;
instantia	instantia
.	.
neq	neque
;	;
fut	fut
᷑aneq	Bunneque
;	;
angl̃i	angeli
.	.
neq	neque
;	;
pͥncipatus	principatus
.	.
neq	neque
;	;
potestates	potestates
.	.
neq	neque
;	;
uirtutes	uirtutes
.	.
neq	neque
;	;
fortitudo	fortitudo
.	.
neq	neque
;	;
altitisco	altitisco
.	.
neq	neque
;	;
ꝓfundum	profundum
.	.
neq	neque
;	;
creatura	creatura
alia	alia
poterit	poterit
nos	nos
separare	separare
a	a
caritate	caritate
xp̃i	Christi
.	.
fortes	fortes
etiam	etiam
in	in
dilectione	dilectione
se	se
beati	beati
martires	martires
ostende	ostende
.	.
runt	runt
.	.
qui	qui
corpora	corpora
sua	sua
ꝓpt̃dm	propterdum
tradide	tradide
.	.
rt̃	runt
ad	ad
supplicia	supplicia
.⁊	.et
minas	minas
iudicum	iudicum
ñ	non
metuentes	metuentes
.	.
ferrum	ferrum
.	.
ignem	ignem
.⁊	.et
gladiũ	gladium
.	.
ĩuincibl̃	inuincibulis
mentis	mentis
Ꝯstantia	cstantia
suꝑauerũt	superauerunt
.	.
quorũ	quorum
exitus	exitus
licet	licet
int̃	inter
tormenta	tormenta
uisus	uisus
sit	sit
despicabilis	despicabilis
:	:
inueniet	inueniet
᷑ta	Butta
m̃	men
in	in
laudem	laudem
⁊	et
gl̃iam	gloriam
ĩ	in
tempore	tempore
retͥbutionis	retributionis
.	.
De	De
istoꝝ	istorum
fortitudine	fortitudine
beat᷑	beatur
.	.
mentionẽ	mentionem
faciens	faciens
.	.
in	in
qͥdam	quidam
loco	loco
sic	sic
ait	ait
.	.
Qlecti	Qlecti
inquit	inquit
earnem	earnem
domant	domant
spmroborant	spmroborant
:	:
uirtutib	uirtutib
;	;
coruscant	coruscant
.	.
pͥsentia	prisentia
despiciunt	despiciunt
.	.
et̃nam	eternam
uitam	uitam
uocib	uocib
;⁊	;et
morib	morib
;	;
p̃dicant	predicant
.⁊	.et
ad	ad
eã	eam
qͣm	quam
morientes	morientes
ditigunt	ditigunt
:	:
ꝑtingere	pertingere
ꝑ	per
tormenta	tormenta
Ꝯtendunt	ntendunt
.	.
Occidi	Occidi
possunt	possunt
:	:
s	s
;	;
flecti	flecti
nequennt	nequennt
.	.
Ecce	Ecce
mirabilis	mirabilis
fortitudo	fortitudo
dilectionis	dilectionis
.	.
porro	porro
p̃lati	prelati
eccl̃ie	ecclesie
fortes	fortes
st᷑	suru
ꝑoꝑatõnem	peropationem
:	:
ip̃i	ipsi
enĩ	enim
st̃	sunt
qui	qui
manũ	manum
suam	suam
mittũt	mittunt
ad	ad
fortia	fortia
.	.
qui	qui
induunt	induunt
fortitudinẽ	fortitudinem
.⁊	.et
p̃cingunt	precingunt
se	se
uirtute	uirtute
.	.
qui	qui
ñ	non
effeminatis	effeminatis
moribus	moribus
sectant᷑	sectantur
Ꝯcia	ncia
:	:
nec	nec
ĩ	in
foro	foro
stante	stante
sociosi	sociosi
repunt᷑	repuntur
.	.
s	s
;	;
ul̃utoparii	uelutoparii
fortes	fortes
.	.
des	des
dendunt	dendunt
mare	mare
ĩ	in
nauib	nauib
;.	;etris
facientes	facientes
opatio	opatio
memĩa	memina
quis	quis
mutis	mutis
.	.
D᷒	Dui
est	est
pardlidas	pardlidas
gllicitudine	gllicitudine
gruh̃	gruhit
pante	pante
dͣlias	darlias
.	.
que	que
fluctib	fluctib
;	;
hui᷒	huius
seculi	seculi
quatiunt᷑	quatiuntur
.⁊	.et
exemplo	exemplo
simul	simul
ac	ac
doctrina	doctrina
:	:
fructificant	fructificant
in	in
popl̃is	populis
.	.
Ip̃i	Ipsi
sunt	sunt
qui	qui
oꝑant᷑	operantur
Ꝯsilio	esilio
manuũ	manuum
suarũ	suarum
.	.
hoc	hoc
est	est
acͥtionũ	acritionum
discretione	discretione
disponunt᷑	disponuntur
:	:
qui	qui
sp̃m	spiritum
ñ	non
mͥ	michi
Ꝯsilus	esilus
;⁊	;et
fortitudinis	fortitudinis
a	a
cepert̃	ceperunt
.	.
qui	qui
fortitudinem	fortitudinem
suam	suam
ñ	non
mundo	mundo
.	.
s	s
;	;
dño	domino
custodiunt	custodiunt
:	:
qui	qui
deniq	denique
;	;
spantes	spantes
ĩ	in
eo	eo
.	.
qͥ	qui
fortis	fortis
⁊	et
potens	potens
est	est
in	in
p̃lio	prelio
:	:
sub	sub
signis	signis
eius	eius
cõstanter	constanter
militant	militant
.⁊	.et
post	post
uirtutum	uirtutum
.	.
certamina	certamina
.	.
palmã	palmam
uictorie	uictorie
feliciter	feliciter
assecunt᷑	assecuntur
.	.
fortes	fortes
etiam	etiam
sunt	sunt
prelati	prelati
eccl̃ie	ecclesię
Ꝯtra	ttra
diabolice	diabolice
fraudis	fraudis
ĩiquam	iniquam
suggestionẽ	suggestionem
:	:
ñ	non
enĩ	enim
ignorant	ignorant
asucias	asucias
ei᷒	eius
.	.
qui	qui
hostis	hostis
humani	humani
geñis	generis
.⁊	.et
ĩsaciabilis	insaciabilis
homicida	homicida
.	.
sed	sed
et	et
ĩ	in
insidiis	insidiis
.	.
uͭ	ut
interficiat	interficiat
ĩnocentẽ	innocentem
.⁊	.et
inmunitaque	inmunitaque
ꝙ	quod
;	;
curiose	curiose
ꝑlustrans	perlustrans
.	.
modo	modo
tamqͣ	tamqua
fur	fur
ĩ	in
nocte	nocte
uenit	uenit
.	.
ut	ut
furet᷑	furetur
.⁊	.et
mactet	mactet
ꝙd	quod
perdat	perdat
:	:
mͥ	michi
uelut	uelut
serpens	serpens
callidus	callidus
frndulentis	frndulentis
deceptionũ	deceptionum
sibilis	sibilis
.	.
m̃tes	mentes
subũtit	subuntit
ĩpuidas	impuidas
:⁊	:et
sub	sub
sp̃e	spirite
recti	recti
.	.
plerum	plerum
ct̃	cum
falsa	falsa
suggerit	suggerit
.	.
modo	modo
uͦ	uero
ͭ	t
seuiens	seuiens
ĩ	in
apto	apto
.⁊	.et
ad	ad
p̃dam	predam
paratus	paratus
:	:
tanqͦ	tanquo
leo	leo
rugiens	rugiens
circuit	circuit
qͣrens	quarens
quem	quem
deuoret	deuoret
.	.
contra	contra
multiplices	multiplices
hui᷒	huius
mͣͦi	manori
tẽptationũ	temptationum
laq̃os	laques
.	.
beatus	beatus
petrus	petrus
apl̃c	apostoli
uigilantes	uigilantes
⁊	et
cͥcum	cricum
spectos	spectos
eẽ	esse
nos	nos
ãmones	ammmnes
:	:
ait	ait
.	.
fratres	fratres
sobrii	sobrii
estote	estote
⁊	et
uigilate	uigilate
.	.
ꝙꝛ	quem
adũsatius	aduersatius
uest̃	uestrum
diabl̃s	diabulus
.	.
tanqͣ	tanqua
l	l
corugiens	corugiens
:	:
cucuit	cucuit
q̃rens	querens
quẽ	quem
deuoret	deuoret
.	.
Et	Et
recte	recte
subiungit	subiungit
.	.
cui	cui
resistite	resistite
fortes	fortes
ĩ	in
fide	fide
uidelicet	uidelicet
.	.
ut	ut
ordine	ordine
Ꝯuenienti	nuenienti
.	.
fortitus	fortitus
do	do
fortudine	fortudine
deludat᷑	deludatur
:	:
sapient	sapient
:	:
a	a
uincat	uincat
malitiãs	malitians
⁊	et
illũ	illum
fortemãmatum	fortemanmatum
.	.
qui	qui
in	in
pace	pace
cusddit	cusddit
atrlum	atrlum
suũ	suum
.	.
uincat	uincat
fortioꝝ	fortiorum
supueniens	supueniens
:⁊	:et
arma	arma
ei᷒	eius
auferat	auferat
iñ	inde
qͥb	quib
;	;
confidebat	confidebat
:⁊	:et
spolia	spolia
ip̃i᷒	ipsius
distribuat	distribuat
.	.
paulus	paulus
etiam	etiam
apostolus	apostolus
Ꝯtra	ttra
diabolice	diabolice
fraudis	fraudis
ĩidia	inidia
suos	suos
Ꝯ	
fortans	fortans
.	.
induit	induit
ei	ei
qͥt	quit
armat	armat
